"Name, address",lon,lat,place_id
"Столовая ПУ №12, Архангельская улица 42, Onega, Arkhangelsk Oblast, Russia, 164844",38.0902285,63.9112008,516555849b8c0b4340595068523aa2f44f40f00103f901d28649580000000092031bd0a1d182d0bed0bbd0bed0b2d0b0d18f20d09fd0a320e284963132
"Золотой оазис, проспект Ленина 222В, Onega, Arkhangelsk Oblast, Russia, 164844",38.0738589,63.9228657,515f025c3574094340590a63987620f64f40f00103f9013a1b815b00000000920319d097d0bed0bbd0bed182d0bed0b920d0bed0b0d0b7d0b8d181
"Кафе - Столовая, Привокзальная улица 21, Onega, Arkhangelsk Oblast, Russia, 164844",38.0912272,63.9245221,51b8403855ad0b434059374c7cbd56f64f40f00103f901ee01304a0200000092031bd09ad0b0d184d0b5202d20d0a1d182d0bed0bbd0bed0b2d0b0d18f
"Гараж, проспект Ленина 215, Onega, Arkhangelsk Oblast, Russia, 164844",38.0739556,63.921839,5193ad8960770943405988ed02d2fef54f40f00103f901501d314a0200000092030ad093d0b0d180d0b0d0b6
"Шаурма, улица Козлова, Onega, Arkhangelsk Oblast, Russia, 164844",38.0922799,63.912423,51014ae8d3cf0b4340595cebe046caf44f40f00103f90126ef5f4f0200000092030cd0a8d0b0d183d180d0bcd0b0
"Диона, улица Некрасова, Kizema, Arkhangelsk Oblast, Russia, 165262",44.8183731024334,61.1243816,516445c5e8be684640595499ec38ec8f4e40f00102f901c62c100b0000000092030ad094d0b8d0bed0bdd0b0
"Кафе, Комсомольская улица, Glubokiy, Arkhangelsk Oblast, Russia, 165252",44.0438904,61.572612,51de4d5c339e0546405960439e594bc94e40f00103f901dd59830401000000920308d09ad0b0d184d0b5
"Доминик, Зелёная улица, Koryazhma, Arkhangelsk Oblast, Russia, 165650",47.187294,61.308989,51575ef23ff997474059659f9cf38ca74e40f00103f90160ea1c650000000092030ed094d0bed0bcd0b8d0bdd0b8d0ba
"Coffee Like, проспект Мира 18, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.641949,61.236809,51965984622b5247405962ede2c14f9e4e40f00103f901877e20830100000092030b436f66666565204c696b65
"Coffee Like, проспект Мира 29, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.642281,61.241969,51cbeb88433652474059c78c1ad7f89e4e40f00103f901273c4c880100000092030b436f66666565204c696b65
"Рататуй, улица Ленина 67, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6327820793044,61.2561289,518db8fe00ff50474059947a3cd5c8a04e40f00102f901276af9050000000092030ed0a0d0b0d182d0b0d182d183d0b9
"Лира, Заводская улица 3, Лимендская лесобаза (Головка), Kotlas, Arkhangelsk Oblast, Russia, 165311",46.6963840298987,61.27226585,511df9cdce22594740590b53ffd4d9a24e40f00102f901b070f90500000000920308d09bd0b8d180d0b0
"Апельсин, улица Конституции, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6462803,61.2507231,5147461850b952474059a326d1b117a04e40f00103f90142e7844c00000000920310d090d0bfd0b5d0bbd18cd181d0b8d0bd
"Корона, улица Невского, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6401293,61.2478547,510d5bc4c1ef514740593a0eefb3b99f4e40f00103f9011a503b5e0000000092030cd09ad0bed180d0bed0bdd0b0
"Кафе Куимиха, Школьная улица, Kuimiha, Arkhangelsk Oblast, Russia",46.540506,61.1777588,5158a5f44c2f454740590807e8ccc0964e40f00103f90192cc437700000000920317d09ad0b0d184d0b520d09ad183d0b8d0bcd0b8d185d0b0
"Русь, улица Карла Маркса 10, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.634772,61.2535798,5150357a354051474059feaf8d4d75a04e40f00103f901f2ad390301000000920308d0a0d183d181d18c
"Петровский, проспект Мира 43, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6462197,61.2477665,51f6c3be53b7524740597aff0ed0b69f4e40f00103f901f328172501000000920314d09fd0b5d182d180d0bed0b2d181d0bad0b8d0b9
"Nialit, улица Дзержинского, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6283663,61.2465271,514b34924e6e50474059c9c337338e9f4e40f00103f901f663692d010000009203064e69616c6974
"Котелок, улица Володарского, Kotlas, Arkhangelsk Oblast, Russia, 165300",46.6354764,61.2575261,519db0694a57514740591b68849df6a04e40f00103f90151e7e32e0100000092030ed09ad0bed182d0b5d0bbd0bed0ba
"Pannorama, улица Космонавтов 6, Koryazhma, Arkhangelsk Oblast, Russia, 165650",47.1793516,61.31388,511c3e44fef496474059cd244b382da84e40f00103f90161a2933601000000920312d09fd0b0d0bdd0bdd0bed180d0b0d0bcd0b0
"Трапеза, улица Ленина 82, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6355167,61.2564676,51ea47799c585147405932f72ceed3a04e40f00103f9016e92023d0100000092030ed0a2d180d0b0d0bfd0b5d0b7d0b0
"Кубанский дворик, улица Маяковского, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6382581,61.2533675,511cf40071b251474059b7e8a6586ea04e40f00103f9013ee3e4500100000092031fd09ad183d0b1d0b0d0bdd181d0bad0b8d0b920d0b4d0b2d0bed180d0b8d0ba
"Булошная, улица Маяковского 23, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6340889,61.2466793,51d92038d32951474059a7c6f62f939f4e40f00103f901d0ece45001000000920310d091d183d0bbd0bed188d0bdd0b0d18f
"V.M. Bar, Октябрьская улица 37А, Kotlas, Arkhangelsk Oblast, Russia, 165300",46.6426121,61.2578925,51c6c1001d4152474059496a1a9f02a14e40f00103f90149fb1c5201000000920308562e4d2e20426172
"Чаплин, улица Карла Маркса 10, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.634167,61.2533649,51e9995e622c514740599b73d7426ea04e40f00103f901aeadc3a60100000092030cd0a7d0b0d0bfd0bbd0b8d0bd
"Вокзальный дворик, улица 7-го Съезда Советов 55, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6289077,61.2573599,51edd9290c8050474059d99f542bf1a04e40f00103f9014f5af92502000000920321d092d0bed0bad0b7d0b0d0bbd18cd0bdd18bd0b920d0b4d0b2d0bed180d0b8d0ba
"Столовая, улица Кирова 51, Kotlas, Arkhangelsk Oblast, Russia, 165305",46.6241178,61.253957,51fcec9117e34f474059fb84bca981a04e40f00103f901395f155702000000920310d0a1d182d0bed0bbd0bed0b2d0b0d18f
"Столовая Турист, улица Энгельса 11, Vychegodskiy, Arkhangelsk Oblast, Russia, 165349",46.9034778660384,61.2440301,513e5cb129a57347405920b2d7603c9f4e40f00102f9012be544060000000092031dd0a1d182d0bed0bbd0bed0b2d0b0d18f20d0a2d183d180d0b8d181d182
